Pattern String,Comment,Pattern Category,Where in website?,Deceptive?,Website Page
Only 8 item(s) left,Product detail,Scarcity,Cart Page,No,https://www.everything5pounds.com/en/Knot-Strap-Velveteen-Heeled-Sandals/p/618485
Only 5 left in stock,Product detail,Scarcity,Product Page,No,https://www.toolbarn.com/milwaukee-2555p-20.html/
6 items left! Order soon.,Product detail,Scarcity,Product Page,No,https://riotsociety.com/collections/womens-sale/products/not-your-baby-womens-long-sleeve-crop-tee
,Sale,Urgency,Product Page,No,https://www.powder7.com
"Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago",Periodic popup,Social Proof,Product Page,No,https://vapejuicedepot.com/collections/pod-systems/products/myle-pod-system-nicotine-delivery-device
,Shipping,Urgency,Product Page,No,https://www.mandmdirect.com
"894 Claimed! Hurry, only a few left!",Product detail,Scarcity,Product Page,No,https://begears.com/products/audio-transmission-set-for-guitar-bass-violin?variant=15210532077611
,Sale,Urgency,Product Page,No,https://www.templeandwebster.com.au
Purchased 6 times this week.,On product image,Social Proof,Product Page,No,https://victoriaplum.com/product/clarity-compact-white-wall-hung-vanity-unit-and-basin-410mm
,Sale,Urgency,Product Page,No,https://www.doreenbeads.com
Professional Color Tool Kit / Addons,"After membership decline, you get two popups that upsell",Misdirection,Product Page,No,https://www.madison-reed.com/product/firenze-brown
,Shipping,Urgency,Product Page,No,https://www.cablestogo.com
"No, I don't want great deals.",Popup,Misdirection,Product Page,No,https://www.airfiltersdelivered.com/16-x-28-x-6-aprilaire-spacegard/16-x-28-x-6-merv-8-aftermarket-replacement-filter.html
"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",Periodic popup,Social Proof,Product Page,No,https://www.romadesignerjewelry.com/products/sterling-silver-hammered-teardrop-earrings
,Shipping,Urgency,Product Page,No,https://www.divvyupsocks.com
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,Checkout Process,No,https://dailygifty.com/products/100-natural-bamboo-charging-dock-station-for-mobile-phone-and-watch
,Sale,Urgency,Product Page,No,https://www.sportsmansoutdoorsuperstore.com
,Sale. Resets after hitting zero,Urgency,Product Page,Yes,https://www.yaantra.com
64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,Periodic popup,Social Proof,Product Page,No,https://impressionsvanity.com/collections/best-selling-products/products/slaystation-pro-2-0-glow-pro-vanity-bundle-with-drawer-units?variant=13576209530973
Only 3 left in stock!,Product detail,Scarcity,Product Page,No,https://www.roveconcepts.com/mies-van-der-rohe_barcelona-bench.html?aid%5B2%5D=203&aid%5B8%5D=133&aid%5B12%5D=173
Wait! Take 10% off Your First Order Deal Expires Soon!,Popup,Urgency,Cart Page,No,https://sated.com/collections/sated/products/sated-keto-meal-shake-naturally-sweetened
"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",,Forced Action,Checkout Process,No,https://www.bosley.com/product/theradome-laser-helmet/
,Sale,Urgency,Product Page,No,https://www.ozgameshop.com
Only 1 left.,Product detail,Scarcity,Product Page,No,https://www.abdulwahed.com/en/nikon-mirrorless-full-frame-z7-camera-with-24-70-lens-kit-(vok010vm).html
Save $148.98AUD – 49% Off,Adds free gifts to inflate discount,Misdirection,Cart Page,No,https://www.wildsecrets.com.au/p/186468/pipedream-9-5-rotating-vibrating-masturbator
5338 people viewed this in the last hour,Periodic popup,Social Proof,Product Page,No,https://bumpboxes.com/
"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",Banner,Urgency,Product Page,No,https://www.cases.com/apple-iphone-6-plus-iphone-6s-plus-iphone-7-plus-iphone-8-plus-incipio-kate-spade-new-york-protective-hardshell-case-dream-floral-cream-rose-dew-tech-pink-sand-black-gold-foil/
90% offers claimed. Hurry up!,Side wheel pop-up,Scarcity,Product Page,No,https://www.shopolis.com/collections/new/products/enchanted-forever-rose-lamp
Viewed 744 times today,Product detail,Social Proof,Product Page,No,https://www.rebelliousfashion.co.uk/black-tapered-belted-cigarette-trousers-myasia.html#b_rwc-201-1553002378-24411
Only 6 items left,Product detail,Scarcity,Product Page,No,https://www.lazada.sg/products/luggage-polo-city-set-of-3-pcs-hard-case-contains-cabin-size-baggage-20-check-in-baggage-24-and-check-in-baggage-28-4-wheel-movement-comes-with-inline-lock-system-local-sg-seller-black-i280970860-s441919071.html?pos=8&clickTrackInfo=7772c966-9a90-4d6a-ad58-06e652152964__280970860__10001996__hot__126022__0.09492912__0.07858519__0.0__0.5425024__0.00321__0.07858519&acm=201712060.1003.1.2263805&scm=1007.24025.126022.0
ONLY 2 LEFT IN STOCK!,Product detail,Scarcity,Product Page,No,https://www.woolrich.com/womens-arctic-3-in-1-down-parka-high-collar-no-fur-john-rich-bros-wb1012/
"No Thanks, I prefer not to have a protection plan",Popup after adding to cart,Misdirection,Product Page,No,https://www.nfm.com/style-expressions-paragon-3-seat-leather-power-home-theater-seating-in-alfresco-fudge
LIMITED TIME: FREE SHIPPING LOWERED TO ORDERS OVER $69.95!,Banner,Urgency,Product Page,No,https://www.candyfavorites.com/snickers-creamy-peanut-butter-share
Only 1 left in stock,Product detail,Scarcity,Product Page,No,https://audio46.com/shop/audio-technica-ath-ck2000ti-in-ear-headphones/
,Shipping,Urgency,Product Page,No,https://www.thejewelhut.co.uk
Only 4 Left!,Product detail,Scarcity,Product Page,No,https://www.torrid.com/product/olive-strappy-foxy-tunic-cami/11545141.html
41 people have looked at this in the last couple of hours,Product image,Social Proof,Product Page,No,https://www.victorianplumbing.co.uk/heritage-soap-dish-holder-chrome-ahc04
Low Stock,Product detail,Scarcity,Product Page,No,https://www.forever21.com/us/shop/catalog/product/f21/promo-spring-break-deals/2000340704
ONLY 5 LEFT,Product detail,Scarcity,Product Page,No,https://www.justfab.com
No thanks! I don't like deals,Popup,Misdirection,Product Page,No,https://koala.com/products/koala-mattress
12 recently purchased it.,Product detail,Social Proof,Product Page,No,https://www.bulbhead.com/products/hurricane-spin-duster-2-pack
9 items left,Product detail,Scarcity,Product Page,No,https://purebulk.com/collections/vitamins/products/beta-carotene-1-provitamin-a?variant=14277709594673
Only 2 Left,Product detail,Scarcity,Product Page,No,https://workingperson.com/carhartt-mens-b17-dst-darkstone-relaxed-fit-cotton-denim-jeans.html
Sale ending in 0 days 04 hours 12 minutes 10 seconds,Product detail. Resets.,Urgency,Product Page,Yes,https://shopgoodtimes.co/collections/frontpage/products/crystal-skull-head-decanter
"Someone in San diego, United States just bought Gemfield Watch 15 days ago",Periodic popup,Social Proof,Product Page,No,https://instwatch.com/collections/manhattan-signature/products/tyor-carbon-2
Only 4 items left in stock.,Product detail,Scarcity,Product Page,No,https://www.joesjeans.com/the-slim-fit/d/3605C1686?CategoryId=514
,Shipping,Urgency,Product Page,No,https://www.lifestylesports.com
,Shipping,Urgency,Product Page,No,https://www.thbaker.co.uk
Only 9 left!,Product detail,Scarcity,Product Page,No,https://www.giftsforyounow.com/personalized-together-is-our-favorite-place-to-be-wall-decor-613697x.aspx?product=personalized
Only 1 left!,Product detail,Scarcity,Product Page,No,https://herschel.com/shop/totes/terrace-tote?v=10448-02460-OS
LESS THAN 5 LEFT!,Product detail,Scarcity,Product Page,No,https://shopdoen.com/products/ayana-dress-black-prairie-paisley?variant=8716556042347
"No thanks, I don't like to save",Popup,Misdirection,Product Page,No,https://www.swap.com/item/shorts-for-girls-babygap-3-mo-regular-green-pink-white-good-condition-spring-summer-cotton-0-1-yr/9614514906/?campaign=9284036387&utm_hpt=resort
"An item you ordered is in high demand. No worries, we have prioritized your order.",Shown for all products,Scarcity,Checkout Process,No,https://yeswevibe.com/collections/boots/products/flowers-3?variant=13513237823563
OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 7 minutes 35 seconds,Popup. Shown again with a wheel which still gives you 10% off always.,Urgency,Product Page,Yes,https://www.dipyourcar.com/collections/beginner-kits/products/matte-black-car-kit
I'll Shop Without A Discount,Popup,Misdirection,Product Page,No,https://www.dressbarn.com/signature-fit-soft-stretch-ankle-leg-jeans/prd-103563815
0 DAYS22 HOURS13 MINUTES21 SECONDS ,Resets on each load but unclear what the purpose is,Urgency,Product Page,Yes,https://forwardrevive.com/collections/bags/products/forwardrevive-spade-drawstring-bag
"No thanks, I don't like saving money",Popup,Misdirection,Product Page,No,https://chicsoul.com/collections/new-arrivals/products/beauty-in-simplicity-top-navy?variant=20864560922713
72 Viewing This Product,Below product detail. Hardcoded in JS.,Social Proof,Product Page,Yes,https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36
Hurry Up ! Time is running out,Popup. Timer expires but deal present and valid,Urgency,Product Page,Yes,https://www.gasbike.net/collections/2-stroke-bicycle-engine-kits/products/black-stallion-66cc-80cc-angle-fire-slant-head-bicycle-engine-kit
38 people are viewing this,Product detail,Social Proof,Product Page,No,https://fuzz.online/products/fg-grater
We may also disclose your information to third parties who may contact you with details of other products and services which may be of interest. If you do not want your name and mailing details made available in this way please email opt-out@nextdirect.com,Account creation,Obstruction,Checkout Process,No,https://www.next.ie/en/g804607s6#592854
,Shipping,Urgency,Product Page,No,https://www.superdrug.com
Only 1 left!,Product detail,Scarcity,Product Page,No,https://www.toysonfire.ca/shop/product/koi-69754?category=990
"No thanks, I want to pay full price",Popup,Misdirection,Product Page,No,https://www.glassesusa.com/tortoisegold-medium/ray-ban-5154-clubmaster/44-m3648.html
Free 60 day VIP trial membership with this order. Cancel anytime.,Doesn't tell you about the recurring charge for the membership,Sneaking,Cart Page,Depends,https://www.grove.co/catalog/product/meyers-hand-lotion/?v=1308
FREE NECKLACE FOR MOM 01Days 01Hrs 35Mins 02Secs,Header of page,Urgency,Product Page,No,https://marleylilly.com/product/monogrammed-duck-boots
,Sale. Resets after hitting zero,Urgency,Product Page,Yes,https://www.namenecklace.com
Limited Time Only! 20% Off,Product detail,Urgency,Product Page,No,https://www.williams-sonoma.com/products/pink-grapefruit-essential-oils-soap-lotion-collection/?cm_src=AutoCatRel
"HURRY, THERE ARE ONLY 9 ITEM(S) LEFT!",Product detail,Scarcity,Product Page,No,https://us.geekstore.com/collections/best-sellers/products/official-superman-bad-guys-get-coal-christmas-jumper-ugly-sweater
1 people are viewing this currently,Product detail. Randomized.,Social Proof,Product Page,Yes,https://www.netmeds.com/prescriptions/dazit-5mg-tablet-10-s
ONLY 7 LEFT!,Product detail,Scarcity,Product Page,No,https://jskis.com/products/shattered
,Shipping,Urgency,Product Page,No,https://www.plumbnation.co.uk
Only 5 left,Product detail,Scarcity,Product Page,No,https://www.softballfans.com/miken-freak-championship-2-bag-optic-yellow.html
,Sale. Resets after hitting zero,Urgency,Product Page,Yes,https://begears.com
89 currently viewing,Product detail,Social Proof,Product Page,No,https://www.catch.com.au/event/tommy-hilfiger-watches-belts-wallets-88523/
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all produts,Scarcity,Checkout Process,No,https://www.mytruwood.com/collections/all/products/truwood-leaf-green-wooden-watch
,Sale. Resets after hitting zero,Urgency,Product Page,Yes,https://www.veryvoga.com
Limited stock!,Product detail. Shown for all products.,Scarcity,Product Page,No,https://www.currenstore.com/products/pioneer-galaxy
,Discount code,Urgency,Product Page,No,https://www.blackboxmycar.com
Hurry! Sale ends in:,Product detail,Urgency,Product Page,No,https://www.gasbike.net/collections/2-stroke-bicycle-engine-kits/products/black-stallion-66cc-80cc-angle-fire-slant-head-bicycle-engine-kit
2 LEFT,Product image,Scarcity,Product Page,No,https://www.kaufmann-mercantile.com/product/149000066943/n-8-olive-wood-folding-pocket-knife-sheath
"Save 25% on your entire order 09 Hours 57 Minutes 34Seconds use code: SPRING25""","Product detail, right side",Urgency,Product Page,No,https://shop.lalabu.com/products/dad-shirt-simple-gray?variant=7794544246812
Want a special deal? Bundle and SAVE UPTO30%,Popup asking to buy more through bundles,Misdirection,Product Page,No,https://www.manscaped.com/products/crop-cleanser-manscaping?variant=5187650519081
2 people are looking at this listing now,Product detail,Social Proof,Product Page,No,https://droom.in/product/honda-cb-hornet-160r-abs-dlx-2019-5c646097c8738354888b7193
"Someone in Byron Bay, NSW just bought",Periodic popup,Social Proof,Product Page,No,https://www.4wdsupacentre.com.au/specials/weekly-deals/tradie-steel-roof-racks.html
Only 7 left,Product detail,Scarcity,Product Page,No,https://www.everzon.com/samsung-18650-20a-inr18650-25r-2500mah-high-drain-battery.html
ONLY 4 LEFT IN STOCK,Product detail,Scarcity,Product Page,No,https://www.buckwholesale.com/on-sale/
LOGIN/REGISTER,Hover over login and register appears with only facebook,Misdirection,Product Page,No,https://www.fashionphile.com/
,"Doesn't disclose recurring charge. Calls it ""rewards"" at first, switches to membership next but doesn't disclose charges.",Sneaking,Product Page,Depends,https://www.ross-simons.com/customer-service/vip-rewards-club.html
* Limited Time Offer *\nFREE\nTLPWR1 Test Leads!,Product detail,Urgency,Product Page,No,http://www.testequipmentdepot.com/bk-precision/electronic-load/stand-alone/120v-600a-4500w-programmable-dc-electronic-load-8624.htm
,Origin unclear,Social Proof,Other Page,No,https://www.rosenbergshoes.com.au/dr-martens/1460-8-eye
210+ bought,Product detail,Social Proof,Product Page,No,https://www.groupon.com/deals/gg-cm-aesthetics-24k-gold-face-serum-with-hyaluronic-acid
Only 4 left at this price,Product detail,Scarcity,Product Page,No,https://mikescomputershop.com/product/9544408
LIMITED TIME SALE,Produt detail,Urgency,Product Page,No,https://shop.mochithings.com/products/84462
